,original_text,clean_text,sampa,pos,ipa
451,ComisiónStar,ComisiónStar,komisjonsta4,PROPN,komisjonstaɾ
452,Comisión­,Comisión,komisjon,PROPN,komisjon
453,Comite,Comite,komite,PROPN,komite
454,Comité,Comité,komite,PROPN,komite
455,Communication,Communication,kommunikatjon,PROPN,kommunikatjon
456,Comparada,Comparada,kompa4ada,ADJ,kompaɾada
457,Comparado,Comparado,kompa4ado,ADJ,kompaɾado
458,Comparados,Comparados,kompa4ados,ADJ,kompaɾados
459,Comparemos,Comparemos,kompa4emos,VERB,kompaɾemos
460,Comparte,Comparte,kompa4te,VERB,kompaɾte
461,Complementariedad,Complementariedad,komplementa4jedad,NOUN,komplementaɾjedad
462,Completamos,Completamos,kompletamos,VERB,kompletamos
463,Compostela,Compostela,kompostela,PROPN,kompostela
464,Comprendan,Comprendan,komp4endan,VERB,kompɾendan
465,Comprende,Comprende,komp4ende,VERB,kompɾende
466,Comprenderá,Comprenderá,komp4ende4a,VERB,kompɾendeɾa
467,Comprenderán,Comprenderán,komp4ende4an,VERB,kompɾendeɾan
468,Comprobamos,Comprobamos,komp4obamos,VERB,kompɾobamos
469,Comprobará,Comprobará,komp4oba4a,VERB,kompɾobaɾa
470,Comprobarán,Comprobarán,komp4oba4an,VERB,kompɾobaɾan
471,Compruebo,Compruebo,komp4webo,NOUN,kompɾwebo
472,Comsión,Comsión,komsjon,NOUN,komsjon
473,Comunicaremos,Comunicaremos,komunika4emos,VERB,komunikaɾemos
474,Comunidad,Comunidad,komunidad,PROPN,komunidad
475,Comunidades,Comunidades,komunidades,PROPN,komunidades
476,Comunitaria,Comunitaria,komunita4ja,PROPN,komunitaɾja
477,Común,Común,komun,PROPN,komun
478,Común­,Común,komun,PROPN,komun
479,Concebida,Concebida,konsebida,PROPN,konsebida
480,Concedamos,Concedamos,konsedamos,VERB,konsedamos
481,Conceder,Conceder,konsede4,VERB,konsedeɾ
482,Conceptos,Conceptos,konseptos,NOUN,konseptos
483,Concert,Concert,konse4t,PROPN,konseɾt
484,Conciliación,Conciliación,konsiljasion,NOUN,konsiljasion
485,Concluiré,Concluiré,konklwi4e,VERB,konklwiɾe
486,Conclusión,Conclusión,konklusjon,NOUN,konklusjon
487,Concluye,Concluye,konkluie,VERB,konkluie
488,Concorde,Concorde,konko4de,PROPN,konkoɾde
489,Concretamente,Concretamente,konk4etamente,ADV,konkɾetamente
490,Concéntrense,Concéntrense,konsent4ense,ADV,konsentɾense
491,Condenarán,Condenarán,kondena4an,VERB,kondenaɾan
492,Condeno,Condeno,kondeno,NOUN,kondeno
493,Confederación,Confederación,konfede4asion,PROPN,konfedeɾasion
494,Confederal,Confederal,konfede4al,PROPN,konfedeɾal
495,Conferencia,Conferencia,konfe4ensia,NOUN,konfeɾensia
496,Confiemos,Confiemos,konfjemos,VERB,konfjemos
497,Confieso,Confieso,konfjeso,VERB,konfjeso
498,Confirma,Confirma,konfi4ma,VERB,konfiɾma
499,Confío,Confío,konfjo,VERB,konfjo
500,Congo,Congo,kongo,PROPN,konɡo
501,Congreso,Congreso,kong4eso,PROPN,konɡɾeso
502,Conjunta,Conjunta,konxunta,ADJ,konxunta
503,Conjuntamente,Conjuntamente,konxuntamente,ADV,konxuntamente
504,Conjunto,Conjunto,konxunto,NOUN,konxunto
505,Conoce,Conoce,konose,VERB,konose
506,Conocemos,Conocemos,konosemos,VERB,konosemos
507,Conocerán,Conocerán,konose4an,VERB,konoseɾan
508,Conque,Conque,konke,NOUN,konke
509,Conquistar,Conquistar,konkista4,VERB,konkistaɾ
510,Consciente,Consciente,konssiente,PROPN,konssiente
511,Consecuencias,Consecuencias,konsekwensias,NOUN,konsekwensias
512,Conseguirlo,Conseguirlo,konsegi4lo,VERB,konseɡiɾlo
513,Consejo,Consejo,konsexo,PROPN,konsexo
514,Conservación,Conservación,konse4basion,NOUN,konseɾbasion
515,Considera,Considera,konside4a,VERB,konsideɾa
516,Consideramos,Consideramos,konside4amos,VERB,konsideɾamos
517,Consideraría,Consideraría,konside4a4ja,VERB,konsideɾaɾja
518,Considero,Considero,konside4o,VERB,konsideɾo
519,Considerábamos,Considerábamos,konside4abamos,VERB,konsideɾabamos
520,Consigna,Consigna,konsigna,VERB,konsiɡna
521,Consistirán,Consistirán,konsisti4an,VERB,konsistiɾan
522,Constato,Constato,konstato,PROPN,konstato
523,Construir,Construir,konst4wi4,VERB,konstɾwiɾ
524,Consulado,Consulado,konsulado,NOUN,konsulado
525,Consumidor,Consumidor,konsumido4,NOUN,konsumidoɾ
526,Contarán,Contarán,konta4an,VERB,kontaɾan
527,Contempla,Contempla,kontempla,VERB,kontempla
528,Contemplamos,Contemplamos,kontemplamos,VERB,kontemplamos
529,Contemplemos,Contemplemos,kontemplemos,VERB,kontemplemos
530,Contencioso,Contencioso,kontensioso,PROPN,kontensioso
531,Contendrá,Contendrá,kontend4a,VERB,kontendɾa
532,Contenido,Contenido,kontenido,NOUN,kontenido
533,Contestará,Contestará,kontesta4a,VERB,kontestaɾa
534,Contexto,Contexto,konteksto,NOUN,konteksto
535,Contiene,Contiene,kontjene,VERB,kontjene
536,Continuamente,Continuamente,kontinwamente,ADV,kontinwamente
537,Continuemos,Continuemos,kontinwemos,VERB,kontinwemos
538,Contra,Contra,kont4a,SCONJ,kontɾa
539,Contradicen,Contradicen,kont4adisen,VERB,kontɾadisen
540,Contrariamente,Contrariamente,kont4a4jamente,ADV,kontɾaɾjamente
541,Contratantes,Contratantes,kont4atantes,NOUN,kontɾatantes
542,Contre,Contre,kont4e,PROPN,kontɾe
543,Convencidos,Convencidos,konbensidos,VERB,konbensidos
544,Convenimos,Convenimos,konbenimos,VERB,konbenimos
545,Convenio,Convenio,konbenjo,NOUN,konbenjo
546,Convenios,Convenios,konbenjos,NOUN,konbenjos
547,Conviene,Conviene,konbjene,AUX,konbjene
548,Convirtió,Convirtió,konbi4tjo,VERB,konbiɾtjo
549,Cooperación,Cooperación,koope4asion,NOUN,koopeɾasion
550,Copenhague,Copenhague,kopenage,PROPN,kopenaɡe
551,Coral,Coral,ko4al,PROPN,koɾal
552,Corea,Corea,ko4ea,PROPN,koɾea
553,Cornwall,Cornwall,ko4nwaj\,PROPN,koɾnwaʝ
554,Corona,Corona,ko4ona,PROPN,koɾona
555,Coronel,Coronel,ko4onel,PROPN,koɾonel
556,Corporate,Corporate,ko4po4ate,PROPN,koɾpoɾate
557,Corpus,Corpus,ko4pus,PROPN,koɾpus
558,Correos,Correos,koreos,PROPN,koreos
559,Corresponderá,Corresponderá,koresponde4a,VERB,korespondeɾa
560,Correspondería,Correspondería,koresponde4ja,VERB,korespondeɾja
561,Corriendo,Corriendo,korjendo,VERB,korjendo
562,Cortar,Cortar,ko4ta4,VERB,koɾtaɾ
563,Cortines,Cortines,ko4tines,PROPN,koɾtines
564,Cossutta,Cossutta,kossutta,PROPN,kossutta
565,Costaría,Costaría,kosta4ja,VERB,kostaɾja
566,Costumbres,Costumbres,kostumb4es,NOUN,kostumbɾes
567,Cotonou,Cotonou,kotonou,PROPN,kotonou
568,Coubertin,Coubertin,koube4tin,PROPN,koubeɾtin
569,Craig,Craig,k4aig,PROPN,kɾaiɡ
570,Craxi,Craxi,k4aksi,PROPN,kɾaksi
571,Creamos,Creamos,k4eamos,VERB,kɾeamos
572,Creeré,Creeré,k4ee4e,VERB,kɾeeɾe
573,Crespo,Crespo,k4espo,PROPN,kɾespo
574,Cresson,Cresson,k4esson,PROPN,kɾesson
575,Creuse,Creuse,k4euse,PROPN,kɾeuse
576,Creutzfeldt-Jacob,CreutzfeldtJacob,k4eutsfeldtxakob,PROPN,kɾeut͡sfeldtxakob
577,CreutzfeldtJacob,CreutzfeldtJacob,k4eutsfeldtxakob,PROPN,kɾeut͡sfeldtxakob
578,Creíamos,Creíamos,k4ejamos,VERB,kɾejamos
579,Crisex,Crisex,k4iseks,PROPN,kɾiseks
580,Crisis,Crisis,k4isis,NOUN,kɾisis
581,Cristiano,Cristiano,k4istjano,PROPN,kɾistjano
582,CristianoDemócrata,CristianoDemócrata,k4istjanodemok4ata,PROPN,kɾistjanodemokɾata
583,Criterios,Criterios,k4ite4jos,NOUN,kɾiteɾjos
584,Croix,Croix,k4oiks,PROPN,kɾoiks
585,Crowley,Crowley,k4owlei,PROPN,kɾowlei
586,Créame,Créame,k4eame,VERB,kɾeame
587,Créanme,Créanme,k4eanme,VERB,kɾeanme
588,Crédit,Crédit,k4edit,PROPN,kɾedit
589,Crédito,Crédito,k4edito,NOUN,kɾedito
590,Crímenes,Crímenes,k4imenes,NOUN,kɾimenes
591,Cualesquiera,Cualesquiera,kwaleskje4a,NOUN,kwaleskjeɾa
592,Cualquier,Cualquier,kwalkje4,DET,kwalkjeɾ
593,Cualquiera,Cualquiera,kwalkje4a,PRON,kwalkjeɾa
594,Cuantas,Cuantas,kwantas,DET,kwantas
595,Cuanto,Cuanto,kwanto,PRON,kwanto
596,Cuantos,Cuantos,kwantos,PRON,kwantos
597,Cuarta,Cuarta,kwa4ta,ADJ,kwaɾta
598,Cuenta,Cuenta,kwenta,VERB,kwenta
599,Cuerno,Cuerno,kwe4no,NOUN,kweɾno
600,Cuestiones,Cuestiones,kwestjones,NOUN,kwestjones
601,Cuestiono,Cuestiono,kwestjono,VERB,kwestjono
602,Cuestores,Cuestores,kwesto4es,NOUN,kwestoɾes
603,Cuidado,Cuidado,kwidado,NOUN,kwidado
604,Culminemos,Culminemos,kulminemos,VERB,kulminemos
605,Cultura,Cultura,kultu4a,PROPN,kultuɾa
606,Cumbres,Cumbres,kumb4es,PROPN,kumbɾes
607,Cumpliendo,Cumpliendo,kumpljendo,VERB,kumpljendo
608,Cumplo,Cumplo,kumplo,NOUN,kumplo
609,Cunha,Cunha,kuna,PROPN,kuna
610,Curie,Curie,ku4je,PROPN,kuɾje
611,Cuánta,Cuánta,kwanta,PRON,kwanta
612,Cuántas,Cuántas,kwantas,PRON,kwantas
613,Cyprus,Cyprus,kip4us,PROPN,kipɾus
614,Cámaras,Cámaras,kama4as,NOUN,kamaɾas
615,César,César,sesa4,PROPN,sesaɾ
616,Códigos,Códigos,kodigos,NOUN,kodiɡos
617,DAPHNE,DAPHNE,dapne,PROPN,dapne
618,DELIVERY,DELIVERY,delibe4i,PROPN,delibeɾi
619,DG-IV,DGIV,dxib,PROPN,dxib
620,DGMedio,DGMedio,dgmedjo,PROPN,dɡmedjo
621,DIPECHO,DIPECHO,dipetSo,PROPN,dipet͡ʃo
622,DOCUP,DOCUP,dokup,PROPN,dokup
623,DUFF/VOGENHUBBER,DUFFVOGENHUBBER,duffboxenwbbe4,PROPN,duffboxenwbbeɾ
624,Dadas,Dadas,dadas,VERB,dadas
625,Dagestan,Dagestan,daxestan,PROPN,daxestan
626,Daguestán,Daguestán,dagestan,PROPN,daɡestan
627,Dairy,Dairy,dai4i,PROPN,daiɾi
628,Dakar,Dakar,daka4,PROPN,dakaɾ
629,Daladier,Daladier,daladje4,PROPN,daladjeɾ
630,Damas,Damas,damas,NOUN,damas
631,Damasco,Damasco,damasko,PROPN,damasko
632,Damião,Damião,damjao,PROPN,damjão
633,Damos,Damos,damos,VERB,damos
634,Dando,Dando,dando,VERB,dando
635,Daniel,Daniel,danjel,PROPN,danjel
636,Danubio,Danubio,danubjo,PROPN,danubjo
637,Daphne,Daphne,dapne,PROPN,dapne
638,Daphné,Daphné,dapne,PROPN,dapne
639,Daremos,Daremos,da4emos,VERB,daɾemos
640,Datos,Datos,datos,NOUN,datos
641,Davies,Davies,dabjes,PROPN,dabjes
642,Dayton,Dayton,daiton,PROPN,daiton
643,Debatiremos,Debatiremos,debati4emos,VERB,debatiɾemos
644,Deberemos,Deberemos,debe4emos,VERB,debeɾemos
645,Deberán,Deberán,debe4an,AUX,debeɾan
646,Deberíamos,Deberíamos,debe4jamos,AUX,debeɾjamos
647,Deberían,Deberían,debe4jan,AUX,debeɾjan
648,Debido,Debido,debido,ADJ,debido
649,Debiera,Debiera,debje4a,AUX,debjeɾa
650,Debilitaría,Debilitaría,debilita4ja,VERB,debilitaɾja
651,Debiéramos,Debiéramos,debje4amos,AUX,debjeɾamos
652,Decimos,Decimos,desimos,VERB,desimos
653,Decir,Decir,desi4,VERB,desiɾ
654,Declara,Declara,dekla4a,VERB,deklaɾa
655,Deduciendo,Deduciendo,dedusiendo,VERB,dedusiendo
656,Deduzco,Deduzco,dedusko,VERB,dedusko
657,Defensa,Defensa,defensa,PROPN,defensa
658,Defiendo,Defiendo,defjendo,VERB,defjendo
659,Degradar,Degradar,deg4ada4,VERB,deɡɾadaɾ
660,Dejan,Dejan,dexan,VERB,dexan
661,Dejaron,Dejaron,dexa4on,VERB,dexaɾon
662,Dekra,Dekra,dek4a,PROPN,dekɾa
663,Delegar,Delegar,delega4,VERB,deleɡaɾ
664,DellUtri,DellUtri,dej\ut4i,PROPN,deʝutɾi
665,Demasiados,Demasiados,demasjados,ADJ,demasjados
666,Democracias,Democracias,demok4asias,NOUN,demokɾasias
667,Demostró,Demostró,demost4o,VERB,demostɾo
668,Demócrata,Demócrata,demok4ata,PROPN,demokɾata
669,Demócrata-Cristianos,DemócrataCristianos,demok4atak4istjanos,NOUN,demokɾatakɾistjanos
670,Demócratacristianos/Demócratas,DemócratacristianosDemócratas,demok4atak4istjanosdemok4atas,PROPN,demokɾatakɾistjanosdemokɾatas
671,Demócratas,Demócratas,demok4atas,NOUN,demokɾatas
672,Demócratas-Cristianos,DemócratasCristianos,demok4atask4istjanos,ADJ,demokɾataskɾistjanos
673,DemócratasCristianos,DemócratasCristianos,demok4atask4istjanos,ADJ,demokɾataskɾistjanos
674,Dentro,Dentro,dent4o,ADV,dentɾo
675,Dependemos,Dependemos,dependemos,VERB,dependemos
676,Dependiendo,Dependiendo,dependjendo,VERB,dependjendo
677,Dependientes,Dependientes,dependjentes,NOUN,dependjentes
678,Deporte,Deporte,depo4te,NOUN,depoɾte
679,Depositamos,Depositamos,depositamos,VERB,depositamos
680,Deprez,Deprez,dep4es,PROPN,depɾes
681,Derechos,Derechos,de4etSos,NOUN,deɾet͡ʃos
682,Derek,Derek,de4ek,PROPN,deɾek
683,Dervitsani,Dervitsani,de4bitsani,PROPN,deɾbitsani
684,Desafío,Desafío,desafjo,NOUN,desafjo
685,Desaparece,Desaparece,desapa4ese,VERB,desapaɾese
686,Desbloquean,Desbloquean,desblokean,VERB,desblokean
687,Descentralización,Descentralización,dessent4alisasion,NOUN,dessentɾalisasion
688,Descentralizamos,Descentralizamos,dessent4alisamos,VERB,dessentɾalisamos
689,Descubrimos,Descubrimos,deskub4imos,VERB,deskubɾimos
690,Descuentos,Descuentos,deskwentos,NOUN,deskwentos
691,Desde,Desde,desde,ADP,desde
692,Desean,Desean,desean,VERB,desean
693,Desearía,Desearía,desea4ja,PROPN,deseaɾja
694,Desechar,Desechar,desetSa4,VERB,deset͡ʃaɾ
695,Desempeña,Desempeña,desempeJa,VERB,desempeɲa
696,Deseosa,Deseosa,deseosa,PROPN,deseosa
697,Designación,Designación,designasion,NOUN,desiɡnasion
698,Desinformar,Desinformar,desinfo4ma4,VERB,desinfoɾmaɾ
699,Desir,Desir,desi4,NOUN,desiɾ
700,Desmond,Desmond,desmond,PROPN,desmond
701,Destaca,Destaca,destaka,VERB,destaka
702,Destapamos,Destapamos,destapamos,VERB,destapamos
703,Desviarse,Desviarse,desbja4se,VERB,desbjaɾse
704,Detestamos,Detestamos,detestamos,VERB,detestamos
705,Detrás,Detrás,det4as,ADV,detɾas
706,Developments,Developments,debelopments,PROPN,debelopments
707,Devolvimos,Devolvimos,debolbimos,VERB,debolbimos
708,Dewar,Dewar,dewa4,VERB,dewaɾ
709,Diamantopoulou­,Diamantopoulou,djamantopoulou,PROPN,djamantopoulou
710,Dicha,Dicha,ditSa,ADJ,dit͡ʃa
711,Dichas,Dichas,ditSas,ADJ,dit͡ʃas
712,Dicho,Dicho,ditSo,VERB,dit͡ʃo
713,Dickens,Dickens,dikkens,PROPN,dikkens
714,Dickey,Dickey,dikkei,NOUN,dikkei
715,Dieciséis,Dieciséis,djesiseis,NUM,djesiseis
716,Diemut,Diemut,djemut,PROPN,djemut
717,Dieter-Lebrecht,DieterLebrecht,djete4leb4etSt,PROPN,djeteɾlebɾet͡ʃt
718,Difícilmente,Difícilmente,difisilmente,ADV,difisilmente
719,Dimitrakopoulos-Leinen,DimitrakopoulosLeinen,dimit4akopoulosleinen,PROPN,dimitɾakopoulosleinen
720,Dimitrakopoulos/Leinen,DimitrakopoulosLeinen,dimit4akopoulosleinen,PROPN,dimitɾakopoulosleinen
721,Dimokratía,Dimokratía,dimok4atja,NOUN,dimokɾatja
722,Dineh,Dineh,dine,PROPN,dine
723,Dinero,Dinero,dine4o,NOUN,dineɾo
724,Dios,Dios,djos,PROPN,djos
725,Diputada,Diputada,diputada,NOUN,diputada
726,Direcciones,Direcciones,di4eksiones,NOUN,diɾeksiones
727,Directiva,Directiva,di4ektiba,NOUN,diɾektiba
728,Directivas,Directivas,di4ektibas,NOUN,diɾektibas
729,Directivo,Directivo,di4ektibo,ADJ,diɾektibo
730,Directores,Directores,di4ekto4es,NOUN,diɾektoɾes
731,Diremos,Diremos,di4emos,VERB,diɾemos
732,Disculpe,Disculpe,diskulpe,ADV,diskulpe
733,Discutimos,Discutimos,diskutimos,VERB,diskutimos
734,Discutir,Discutir,diskuti4,VERB,diskutiɾ
735,Discúlpenme,Discúlpenme,diskulpenme,ADV,diskulpenme
736,Disneyworld,Disneyworld,disneiwo4ld,PROPN,disneiwoɾld
737,Dispone,Dispone,dispone,VERB,dispone
738,Disponemos,Disponemos,disponemos,VERB,disponemos
739,Disponen,Disponen,disponen,VERB,disponen
740,Dispositivo,Dispositivo,dispositibo,NOUN,dispositibo
741,Distinguida,Distinguida,distingida,ADJ,distinɡida
742,Distorsiona,Distorsiona,disto4sjona,PROPN,distoɾsjona
743,Distribución,Distribución,dist4ibusion,NOUN,distɾibusion
744,Diversos,Diversos,dibe4sos,DET,dibeɾsos
745,Dixon,Dixon,dikson,PROPN,dikson
746,Djamena,Djamena,dxamena,PROPN,dxamena
747,Documento,Documento,dokumento,NOUN,dokumento
748,Dominique,Dominique,dominike,PROPN,dominike
749,Domique,Domique,domike,PROPN,domike
750,Donald,Donald,donald,PROPN,donald
751,Donaldson,Donaldson,donaldson,PROPN,donaldson
752,Donantes,Donantes,donantes,NOUN,donantes
753,Doris,Doris,do4is,PROPN,doɾis
754,Dougie,Dougie,douxie,PROPN,douxie
755,Douvres,Douvres,doub4es,NOUN,doubɾes
756,Dramatizar,Dramatizar,d4amatisa4,VERB,dɾamatisaɾ
757,Draskovic,Draskovic,d4askobik,PROPN,dɾaskobik
758,Dreifuss,Dreifuss,d4eifuss,PROPN,dɾeifuss
759,Dresde,Dresde,d4esde,PROPN,dɾesde
760,Droga,Droga,d4oga,NOUN,dɾoɡa
761,Drogas,Drogas,d4ogas,NOUN,dɾoɡas
762,Drogheda,Drogheda,d4ogeda,PROPN,dɾoɡeda
763,Dublín-Belfast,DublínBelfast,dublinbelfast,PROPN,dublinbelfast
764,DublínBelfast,DublínBelfast,dublinbelfast,PROPN,dublinbelfast
765,Duchamp,Duchamp,dutSamp,PROPN,dut͡ʃamp
766,Dudas,Dudas,dudas,NOUN,dudas
767,Duff-Voggenhuber,DuffVoggenhuber,duffbogxenwbe4,PROPN,duffboɡxenwbeɾ
768,Duhamel,Duhamel,duamel,PROPN,duamel
769,Duisemberg,Duisemberg,dwisembe4g,PROPN,dwisembeɾɡ
770,Duisenberg,Duisenberg,dwisenbe4g,PROPN,dwisenbeɾɡ
771,Dulbecco,Dulbecco,dulbekko,PROPN,dulbekko
772,Dunlop,Dunlop,dunlop,PROPN,dunlop
773,Dupont,Dupont,dupont,PROPN,dupont
774,Duque,Duque,duke,PROPN,duke
775,Duysenberg,Duysenberg,duisenbe4g,PROPN,duisenbeɾɡ
776,Décharge,Décharge,detSa4xe,PROPN,det͡ʃaɾxe
777,Décima,Décima,desima,ADJ,desima
778,Déjeme,Déjeme,dexeme,VERB,dexeme
779,Déjenlo,Déjenlo,dexenlo,INTJ,dexenlo
780,Démocratique,Démocratique,demok4atike,PROPN,demokɾatike
781,Díganme,Díganme,diganme,VERB,diɡanme
782,Düsseldorf,Düsseldorf,dusseldo4f,PROPN,düsseldoɾf
783,E-Learning,ELearning,elea4ning,PROPN,eleaɾninɡ
784,E-coli,Ecoli,ekoli,PROPN,ekoli
785,ECHELON,ECHELON,etSelon,PROPN,et͡ʃelon
786,ECPAT,ECPAT,ekpat,PROPN,ekpat
787,EEurope,EEurope,eeu4ope,PROPN,eeuɾope
788,EKEPIS,EKEPIS,ekepis,PROPN,ekepis
789,EMPLOYMENT,EMPLOYMENT,emploiment,PROPN,emploiment
790,ENCEELNOSA,ENCEELNOSA,enseelnosa,PROPN,enseelnosa
791,ENFOPOL,ENFOPOL,enfopol,NOUN,enfopol
792,ERASMUS,ERASMUS,e4asmus,PROPN,eɾasmus
793,EU-México,EUMéxico,eumeksiko,PROPN,eumeksiko
794,EU-Steuerstreit,EUSteuerstreit,eustewe4st4eit,PROPN,eusteweɾstɾeit
795,EUDOR,EUDOR,eudo4,PROPN,eudoɾ
796,EUMéxico,EUMéxico,eumeksiko,PROPN,eumeksiko
797,EURATOM,EURATOM,eu4atom,PROPN,euɾatom
798,EUROJUS,EUROJUS,eu4oxus,PROPN,euɾoxus
799,EUROPOL,EUROPOL,eu4opol,PROPN,euɾopol
800,EUROPÊCHE,EUROPÊCHE,eu4opetSe,PROPN,euɾopêt͡ʃe
801,EUROSTAT,EUROSTAT,eu4ostat,PROPN,euɾostat
802,EUSteuerstreit,EUSteuerstreit,eustewe4st4eit,PROPN,eusteweɾstɾeit
803,EXPLICACIÓN,EXPLICACIÓN,eksplikasion,NOUN,eksplikasion
804,Echelon,Echelon,etSelon,PROPN,et͡ʃelon
805,Echerer,Echerer,etSe4e4,PROPN,et͡ʃeɾeɾ
806,Ecofin,Ecofin,ekofin,PROPN,ekofin
807,Ecoli,Ecoli,ekoli,PROPN,ekoli
808,Economist,Economist,ekonomist,PROPN,ekonomist
809,Económica,Económica,ekonomika,PROPN,ekonomika
810,Económicos,Económicos,ekonomikos,ADJ,ekonomikos
811,Ecuador,Ecuador,ekwado4,PROPN,ekwadoɾ
812,Ecuatorial,Ecuatorial,ekwato4jal,PROPN,ekwatoɾjal
813,Edumin,Edumin,edumin,PROPN,edumin
814,Edwin,Edwin,edwin,PROPN,edwin
815,Egipcia,Egipcia,exipsia,PROPN,exipsia
816,Ehoud,Ehoud,eoud,PROPN,eoud
817,Eieck,Eieck,ejekk,PROPN,ejekk
818,Ejecutiva,Ejecutiva,exekutiba,PROPN,exekutiba
819,Ejemplar,Ejemplar,exempla4,NOUN,exemplaɾ
820,Ejemplo,Ejemplo,exemplo,NOUN,exemplo
821,Ejercer,Ejercer,exe4se4,VERB,exeɾseɾ
822,Elaborar,Elaborar,elabo4a4,VERB,elaboɾaɾ
823,Electricidad,Electricidad,elekt4isidad,NOUN,elektɾisidad
824,Elefante,Elefante,elefante,NOUN,elefante
825,Elegantes,Elegantes,elegantes,NOUN,eleɡantes
826,Elegimos,Elegimos,eleximos,VERB,eleximos
827,Eline,Eline,eline,PROPN,eline
828,Elisa,Elisa,elisa,PROPN,elisa
829,Elisabeth,Elisabeth,elisabet,PROPN,elisabet
830,Ellas,Ellas,ej\as,PRON,eʝas
831,Embajador,Embajador,embaxado4,PROPN,embaxadoɾ
832,Emperador,Emperador,empe4ado4,PROPN,empeɾadoɾ
833,Empezará,Empezará,empesa4a,VERB,empesaɾa
834,Empieza,Empieza,empjesa,VERB,empjesa
835,Emplean,Emplean,emplean,VERB,emplean
836,Emplearemos,Emplearemos,emplea4emos,VERB,empleaɾemos
837,Encontrar,Encontrar,enkont4a4,VERB,enkontɾaɾ
838,Encontraremos,Encontraremos,enkont4a4emos,VERB,enkontɾaɾemos
839,Encuesta,Encuesta,enkwesta,NOUN,enkwesta
840,Encárgueles,Encárgueles,enka4geles,ADV,enkaɾɡeles
841,Eneko,Eneko,eneko,NOUN,eneko
842,Energy,Energy,ene4gi,PROPN,eneɾɡi
843,Energético,Energético,ene4xetiko,ADJ,eneɾxetiko
844,Enero,Enero,ene4o,NOUN,eneɾo
845,Enfoca,Enfoca,enfoka,PROPN,enfoka
846,England,England,england,PROPN,enɡland
847,Engranar,Engranar,eng4ana4,VERB,enɡɾanaɾ
848,Enhorabuena,Enhorabuena,eno4abwena,ADV,enoɾabwena
849,Enjuiciamiento,Enjuiciamiento,enxwisiamjento,NOUN,enxwisiamjento
850,Enmiendas,Enmiendas,enmjendas,NOUN,enmjendas
851,Enrique,Enrique,en4ike,PROPN,enɾike
852,Enseguida,Enseguida,ensegida,ADV,enseɡida
853,Entendamos,Entendamos,entendamos,VERB,entendamos
854,Entendemos,Entendemos,entendemos,VERB,entendemos
855,Entenderán,Entenderán,entende4an,VERB,entendeɾan
856,Entiendan,Entiendan,entjendan,VERB,entjendan
857,Entorno,Entorno,ento4no,NOUN,entoɾno
858,Entrando,Entrando,ent4ando,VERB,entɾando
859,Entraña,Entraña,ent4aJa,PROPN,entɾaɲa
860,Entre,Entre,ent4e,SCONJ,entɾe
861,Entretanto,Entretanto,ent4etanto,ADV,entɾetanto
862,Entro,Entro,ent4o,NOUN,entɾo
863,Enviemos,Enviemos,enbjemos,VERB,enbjemos
864,Eramos,Eramos,e4amos,AUX,eɾamos
865,Ericsson,Ericsson,e4iksson,PROPN,eɾiksson
866,Eriksson,Eriksson,e4iksson,PROPN,eɾiksson
867,Eritrea,Eritrea,e4it4ea,PROPN,eɾitɾea
868,Ernesto,Ernesto,e4nesto,PROPN,eɾnesto
869,Eropeo,Eropeo,e4opeo,NOUN,eɾopeo
870,Erritarrok,Erritarrok,eritarok,PROPN,eritarok
871,Escandinavia,Escandinavia,eskandinabja,PROPN,eskandinabja
872,Escila,Escila,essila,NOUN,essila
873,Esclopé,Esclopé,esklope,PROPN,esklope
874,Escocés,Escocés,eskoses,PROPN,eskoses
875,Escribí,Escribí,esk4ibi,VERB,eskɾibi
876,Escucharán,Escucharán,eskutSa4an,VERB,eskut͡ʃaɾan
877,Escuchemos,Escuchemos,eskutSemos,VERB,eskut͡ʃemos
878,Escuchen,Escuchen,eskutSen,VERB,eskut͡ʃen
879,Escucho,Escucho,eskutSo,VERB,eskut͡ʃo
880,Escuelas,Escuelas,eskwelas,NOUN,eskwelas
881,Eslovena,Eslovena,eslobena,PROPN,eslobena
882,España,España,espaJa,PROPN,espaɲa
883,Esperamos,Esperamos,espe4amos,VERB,espeɾamos
884,Esperaremos,Esperaremos,espe4a4emos,VERB,espeɾaɾemos
885,Esperemos,Esperemos,espe4emos,VERB,espeɾemos
886,Espero,Espero,espe4o,VERB,espeɾo
887,Espongiforme,Espongiforme,esponxifo4me,ADJ,esponxifoɾme
888,Esquema,Esquema,eskema,PROPN,eskema
889,Essen,Essen,essen,PROPN,essen
890,Establece,Establece,establese,VERB,establese
891,Estación,Estación,estasion,NOUN,estasion
892,Estado,Estado,estado,PROPN,estado
893,Estado,Estado,estado,PROPN,estado
894,Estadonación,Estadonación,estadonasion,NOUN,estadonasion
895,Estados,Estados,estados,NOUN,estados
896,Estados-naciones,Estadosnaciones,estadosnasiones,NOUN,estadosnasiones
897,Estai,Estai,estai,PROPN,estai
898,Estaing,Estaing,estaing,PROPN,estainɡ
899,Estambul,Estambul,estambul,PROPN,estambul
900,Estaría,Estaría,esta4ja,AUX,estaɾja
901,Estatuto,Estatuto,estatuto,PROPN,estatuto
902,Esterlina,Esterlina,este4lina,PROPN,esteɾlina
903,Estilo,Estilo,estilo,NOUN,estilo
